parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,Unnamed: 0,person_1,person_2,label,sentiment,date,original_index
"Naranjo, Jaime","Palma, Hernan",1.847167325428195,Región del Maule (11),Región Metropolitana de Santiago (47),PS,PH,Jaime Naranjo Ortiz,Hernan Palma Perez,centro_izquierda,izquierda,,,,,no_link_found,,
"Bulnes, Mercedes","Mix, Claudia",1.847167325428195,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,Comunes,Mercedes Bulnes Nunez,Claudia Mix Jimenez,izquierda,izquierda,,,,,no_link_found,,
"Labra, Paula","Trisotti, Renzo",1.847167325428195,Región del Maule (11),Región de Tarapacá (3),Ind-RN,UDI,Paula Labra Besserer,Renzo Trisotti Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Naranjo, Jaime","Schneider, Emilia",1.847167325428195,Región del Maule (11),Región Metropolitana de Santiago (47),PS,CS,Jaime Naranjo Ortiz,Emilia Schneider Videla,centro_izquierda,izquierda,,,,,no_link_found,,
"Munoz, Francesca","Perez, Marlene",1.847167325428195,Región del Biobío (13),Región del Biobío (13),PSC,Ind-UDI,Francesca Munoz Gonzalez,Marlene Perez Cartes,derecha,centro_derecha,,,,,no_link_found,,
"Duran, Eduardo","Trisotti, Renzo",1.847167325428195,Región Metropolitana de Santiago (47),Región de Tarapacá (3),RN,UDI,Eduardo Duran Salinas,Renzo Trisotti Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Brito, Jorge","Morales, Javiera",1.847167325428195,Región de Valparaíso (16),Región de Magallanes y la Antártica Chilena (3),RD,CS,Jorge Brito Hasbun,Javiera Morales Alvarado,izquierda,izquierda,,,,,no_link_found,,
"Bernales, Alejandro","Delgado, Viviana",1.8484848484848484,Región de Los Lagos (9),Región Metropolitana de Santiago (47),PL,Ind-PL,Alejandro Bernales Maldonado,Viviana Delgado Riquelme,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Saez, Jaime","Tapia, Cristian",1.8484848484848484,Región de Los Lagos (9),Región de Atacama (5),RD,Ind-PPD,Jaime Saez Quiroz,Cristian Tapia Ramos,izquierda,centro_izquierda,,,,,no_link_found,,
"Rosas, Patricio","Nanco, Ericka",1.8484848484848484,Región de Los Ríos (5),Región de la Araucanía (11),Comunes,RD,Patricio Rosas Barrientos,Ericka Nanco Vasquez,izquierda,izquierda,,,,,no_link_found,,
"Bobadilla, Sergio","Moreira, Cristhian",1.8484848484848484,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,UDI,Sergio Bobadilla Munoz,Cristhian Moreira Barros,centro_derecha,centro_derecha,3360.0,sergio bobadilla,cristhian moreira,positive,positive,Unknown,866.0
"Cicardini, Daniella","Morales, Javiera",1.8484848484848484,Región de Atacama (5),Región de Magallanes y la Antártica Chilena (3),PS,CS,Daniella Cicardini Milla,Javiera Morales Alvarado,centro_izquierda,izquierda,,,,,no_link_found,,
"Castro, Jose Miguel","Von Muhlenbrock, Gaston",1.8484848484848484,Región de Antofagasta (5),Región de Los Ríos (5),RN,UDI,Jose Miguel Castro Bascunan,Gaston von Muhlenbrock Zamora,centro_derecha,centro_derecha,,,,,no_link_found,,
"Coloma, Juan Antonio","Moreira, Cristhian",1.8484848484848484,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,UDI,Juan Antonio Coloma Alamos,Cristhian Moreira Barros,centro_derecha,centro_derecha,301.0,juan antonio coloma,cristhian moreira,positive,positive,Unknown,93.0
"Cuello, Luis Alberto","Santana, Juan",1.8484848484848484,Región de Valparaíso (16),Región de Atacama (5),PCCh,PS,Luis Cuello Pena y Lillo,Juan Santana Castillo,izquierda,centro_izquierda,1874.0,luis cuello,juan santana,negative,negative,Unknown,499.0
"Santana, Juan","Tapia, Cristian",1.8484848484848484,Región de Atacama (5),Región de Atacama (5),PS,Ind-PPD,Juan Santana Castillo,Cristian Tapia Ramos,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Mix, Claudia","Rosas, Patricio",1.8484848484848484,Región Metropolitana de Santiago (47),Región de Los Ríos (5),Comunes,Comunes,Claudia Mix Jimenez,Patricio Rosas Barrientos,izquierda,izquierda,,,,,no_link_found,,
"Alessandri, Jorge","Labbe, Cristian",1.8484848484848484,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,UDI,Jorge Alessandri Vergara,Cristian Labbe Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bianchi, Carlos","Mellado, Cosme",1.8484848484848484,Región de Magallanes y la Antártica Chilena (3),Región del Libertador General Bernardo O'Higgins (9),Ind-PPD,PR,Carlos Bianchi Chelech,Cosme Mellado Pino,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Melo, Daniel","Naranjo, Jaime",1.8484848484848484,Región Metropolitana de Santiago (47),Región del Maule (11),PS,PS,Daniel Melo Contreras,Jaime Naranjo Ortiz,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Ramirez, Guillermo","Sanchez, Luis",1.8484848484848484,Región Metropolitana de Santiago (47),Región de Valparaíso (16),UDI,PLR,Guillermo Ramirez Diez,Luis Sanchez Ossa,centro_derecha,derecha,,,,,no_link_found,,
"Cariola, Karol","De Rementeria, Tomas",1.8484848484848484,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PCCh,PS,Karol Cariola Oliva,Tomas De Rementeria Venegas,izquierda,centro_izquierda,,,,,no_link_found,,
"Brito, Jorge","Pizarro, Lorena",1.8484848484848484,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RD,PCCh,Jorge Brito Hasbun,Lorena Pizarro Sierra,izquierda,izquierda,,,,,no_link_found,,
"Bravo, Marta","Romero, Natalia",1.8484848484848484,Región de Ńuble (5),Región del Libertador General Bernardo O'Higgins (9),UDI,Ind-UDI,Marta Bravo Salinas,Natalia Romero Talguia,centro_derecha,centro_derecha,,,,,no_link_found,,
"Perez, Marlene","Weisse, Flor",1.849802371541502,Región del Biobío (13),Región del Biobío (13),Ind-UDI,UDI,Marlene Perez Cartes,Flor Weisse Novoa,centro_derecha,centro_derecha,,,,,no_link_found,,
"Becker, Miguel Angel","Perez, Marlene",1.849802371541502,Región de la Araucanía (11),Región del Biobío (13),RN,Ind-UDI,Miguel Becker Alvear,Marlene Perez Cartes,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bugueno, Felix","Undurraga, Alberto",1.849802371541502,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),Comunes,PDC,Felix Bugueno Sotelo,Alberto Undurraga Vicuna,izquierda,centro_izquierda,,,,,no_link_found,,
"Cifuentes, Ricardo","Nuyado, Emilia",1.849802371541502,Región de Coquimbo (7),Región de Los Lagos (9),PDC,PS,Ricardo Cifuentes Lillo,Emilia Nuyado Ancapichun,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Leal, Henry","Sulantay, Marco Antonio",1.849802371541502,Región de la Araucanía (11),Región de Coquimbo (7),UDI,UDI,Henry Leal Bizama,Marco Sulantay Olivares,centro_derecha,centro_derecha,,,,,no_link_found,,
"Leiva, Raul","Ulloa, Hector",1.849802371541502,Región Metropolitana de Santiago (47),Región de Los Lagos (9),PS,Ind-PPD,Raul Leiva Carvajal,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Moreno, Benjamin","Von Muhlenbrock, Gaston",1.849802371541502,Región del Maule (11),Región de Los Ríos (5),PLR,UDI,Benjamin Moreno Bascur,Gaston von Muhlenbrock Zamora,derecha,centro_derecha,,,,,no_link_found,,
"Bravo, Ana Maria","Morales, Javiera",1.849802371541502,Región de Los Ríos (5),Región de Magallanes y la Antártica Chilena (3),PS,CS,Ana Maria Bravo Castro,Javiera Morales Alvarado,centro_izquierda,izquierda,,,,,no_link_found,,
"Astudillo, Danisa","Cicardini, Daniella",1.849802371541502,Región de Tarapacá (3),Región de Atacama (5),PS,PS,Danisa Astudillo Peiretti,Daniella Cicardini Milla,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Bernales, Alejandro","Nuyado, Emilia",1.849802371541502,Región de Los Lagos (9),Región de Los Lagos (9),PL,PS,Alejandro Bernales Maldonado,Emilia Nuyado Ancapichun,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Ahumada, Yovana","Duran, Eduardo",1.849802371541502,Región de Antofagasta (5),Región Metropolitana de Santiago (47),Ind-PDG,RN,Yovana Ahumada Palma,Eduardo Duran Salinas,populista,centro_derecha,,,,,no_link_found,,
"Delgado, Viviana","Rosas, Patricio",1.8511198945981555,Región Metropolitana de Santiago (47),Región de Los Ríos (5),Ind-PL,Comunes,Viviana Delgado Riquelme,Patricio Rosas Barrientos,centro_izquierda,izquierda,,,,,no_link_found,,
"Bianchi, Carlos","Sagardia, Clara",1.8511198945981555,Región de Magallanes y la Antártica Chilena (3),Región del Biobío (13),Ind-PPD,Ind-CS,Carlos Bianchi Chelech,Clara Sagardia Cabezas,centro_izquierda,izquierda,,,,,no_link_found,,
"Leiva, Raul","Soto, Leonardo",1.8511198945981555,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,PS,Raul Leiva Carvajal,Leonardo Soto Ferrada,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Matheson, Christian","Undurraga, Francisco",1.8511198945981555,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-Evópoli,Evópoli,Christian Matheson Villan,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bernales, Alejandro","Santana, Juan",1.8511198945981555,Región de Los Lagos (9),Región de Atacama (5),PL,PS,Alejandro Bernales Maldonado,Juan Santana Castillo,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Del Real, Catalina","Jurgensen, Harry",1.8511198945981555,Región Metropolitana de Santiago (47),Región de Los Lagos (9),Ind-RN,Ind-PLR,Catalina del Real Mihovilovic,Harry Jurgensen Rundshagen,centro_derecha,derecha,,,,,no_link_found,,
"Naranjo, Jaime","Rosas, Patricio",1.8511198945981555,Región del Maule (11),Región de Los Ríos (5),PS,Comunes,Jaime Naranjo Ortiz,Patricio Rosas Barrientos,centro_izquierda,izquierda,,,,,no_link_found,,
"Delgado, Viviana","Melo, Daniel",1.8511198945981555,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,PS,Viviana Delgado Riquelme,Daniel Melo Contreras,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Concha, Sara","Cornejo, Eduardo",1.8511198945981555,Región de Ńuble (5),Región del Libertador General Bernardo O'Higgins (9),PSC,UDI,Sara Concha Smith,Eduardo Cornejo Lagos,derecha,centro_derecha,,,,,no_link_found,,
"Cid, Sofia","Longton, Andres",1.8511198945981555,Región de Atacama (5),Región de Valparaíso (16),RN,RN,Sofia Cid Versalovic,Andres Longton Herrera,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bravo, Ana Maria","Cifuentes, Ricardo",1.8511198945981555,Región de Los Ríos (5),Región de Coquimbo (7),PS,PDC,Ana Maria Bravo Castro,Ricardo Cifuentes Lillo,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Barrera, Boris","Santana, Juan",1.8511198945981555,Región Metropolitana de Santiago (47),Región de Atacama (5),PCCh,PS,Boris Barrera Moreno,Juan Santana Castillo,izquierda,centro_izquierda,,,,,no_link_found,,
"Duran, Eduardo","Matheson, Christian",1.8511198945981555,Región Metropolitana de Santiago (47),Región de Magallanes y la Antártica Chilena (3),RN,Ind-Evópoli,Eduardo Duran Salinas,Christian Matheson Villan,centro_derecha,centro_derecha,,,,,no_link_found,,
"Cifuentes, Ricardo","Placencia, Alejandra",1.8524374176548088,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PDC,PCCh,Ricardo Cifuentes Lillo,Alejandra Placencia Cabello,centro_izquierda,izquierda,,,,,no_link_found,,
"Arce, Monica","Placencia, Alejandra",1.8524374176548088,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PCCh,Monica Arce Castro,Alejandra Placencia Cabello,izquierda,izquierda,,,,,no_link_found,,
"Borquez, Fernando","Rey, Hugo",1.8524374176548088,Región de Los Lagos (9),Región del Maule (11),Ind-UDI,RN,Fernando Borquez Montecinos,Hugo Rey Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Acevedo, Maria Candelaria","Cariola, Karol",1.8524374176548088,Región del Biobío (13),Región Metropolitana de Santiago (47),PCCh,PCCh,Maria Candelaria Acevedo Saez,Karol Cariola Oliva,izquierda,izquierda,1031.0,candelaria acevedo,karol cariola,positive,positive,Unknown,312.0
"Cornejo, Eduardo","Rey, Hugo",1.8524374176548088,Región del Libertador General Bernardo O'Higgins (9),Región del Maule (11),UDI,RN,Eduardo Cornejo Lagos,Hugo Rey Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Lagomarsino, Tomas","Sagardia, Clara",1.8524374176548088,Región de Valparaíso (16),Región del Biobío (13),PR,Ind-CS,Tomas Lagomarsino Guzman,Clara Sagardia Cabezas,centro_izquierda,izquierda,,,,,no_link_found,,
"Bravo, Ana Maria","Leiva, Raul",1.8524374176548088,Región de Los Ríos (5),Región Metropolitana de Santiago (47),PS,PS,Ana Maria Bravo Castro,Raul Leiva Carvajal,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Ahumada, Yovana","Borquez, Fernando",1.8524374176548088,Región de Antofagasta (5),Región de Los Lagos (9),Ind-PDG,Ind-UDI,Yovana Ahumada Palma,Fernando Borquez Montecinos,populista,centro_derecha,,,,,no_link_found,,
"Malla, Luis","Melo, Daniel",1.8524374176548088,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),PL,PS,Luis Malla Valenzuela,Daniel Melo Contreras,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Lagomarsino, Tomas","Mellado, Cosme",1.8524374176548088,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),PR,PR,Tomas Lagomarsino Guzman,Cosme Mellado Pino,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Ulloa, Hector","Undurraga, Alberto",1.8524374176548088,Región de Los Lagos (9),Región Metropolitana de Santiago (47),Ind-PPD,PDC,Hector Ulloa Aguilera,Alberto Undurraga Vicuna,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Cicardini, Daniella","Tapia, Cristian",1.8524374176548088,Región de Atacama (5),Región de Atacama (5),PS,Ind-PPD,Daniella Cicardini Milla,Cristian Tapia Ramos,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Mix, Claudia","Pizarro, Lorena",1.8537549407114624,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Comunes,PCCh,Claudia Mix Jimenez,Lorena Pizarro Sierra,izquierda,izquierda,,,,,no_link_found,,
"Melo, Daniel","Ramirez, Matias",1.8537549407114624,Región Metropolitana de Santiago (47),Región de Tarapacá (3),PS,PCCh,Daniel Melo Contreras,Matias Ramirez Pascal,centro_izquierda,izquierda,,,,,no_link_found,,
"Benavente, Gustavo","Teao, Hotuiti",1.8537549407114624,Región del Maule (11),Región de Valparaíso (16),UDI,Ind-Evópoli,Gustavo Benavente Vergara,Hotuiti Teao Drago,centro_derecha,centro_derecha,,,,,no_link_found,,
"Gazmuri, Ana Maria","Musante, Camila",1.8537549407114624,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),AH,Ind-PPD,Ana Maria Gazmuri Vieira,Camila Musante Muller,izquierda,centro_izquierda,,,,,no_link_found,,
"Becker, Miguel Angel","Celis, Andres",1.8537549407114624,Región de la Araucanía (11),Región de Valparaíso (16),RN,RN,Miguel Becker Alvear,Andres Celis Montt,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bravo, Ana Maria","Venegas, Nelson",1.8537549407114624,Región de Los Ríos (5),Región de Valparaíso (16),PS,PS,Ana Maria Bravo Castro,Nelson Venegas Salazar,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Alessandri, Jorge","Barchiesi, Chiara",1.8537549407114624,Región Metropolitana de Santiago (47),Región de Valparaíso (16),UDI,PLR,Jorge Alessandri Vergara,Chiara Barchiesi Chavez,centro_derecha,derecha,,,,,no_link_found,,
"Mirosevic, Vlado","Rojas, Camila",1.8537549407114624,Región de Arica y Parinacota (3),Región de Valparaíso (16),PL,Comunes,Vlado Mirosevic Verdugo,Camila Rojas Valderrama,centro_izquierda,izquierda,,,,,no_link_found,,
"Gazmuri, Ana Maria","Santana, Juan",1.8537549407114624,Región Metropolitana de Santiago (47),Región de Atacama (5),AH,PS,Ana Maria Gazmuri Vieira,Juan Santana Castillo,izquierda,centro_izquierda,,,,,no_link_found,,
"Castillo, Nathalie","Ilabaca, Marcos",1.8537549407114624,Región de Coquimbo (7),Región de Los Ríos (5),PCCh,PS,Nathalie Castillo Rojas,Marcos Ilabaca Cerda,izquierda,centro_izquierda,,,,,no_link_found,,
"Barria, Hector","Undurraga, Alberto",1.8537549407114624,Región de Los Lagos (9),Región Metropolitana de Santiago (47),PDC,PDC,Hector Barria Angulo,Alberto Undurraga Vicuna,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Astudillo, Danisa","Ibanez, Diego",1.8537549407114624,Región de Tarapacá (3),Región de Valparaíso (16),PS,CS,Danisa Astudillo Peiretti,Diego Ibanez Cotroneo,centro_izquierda,izquierda,,,,,no_link_found,,
"Fries, Lorena","Rosas, Patricio",1.8537549407114624,Región Metropolitana de Santiago (47),Región de Los Ríos (5),CS,Comunes,Lorena Fries Monleon,Patricio Rosas Barrientos,izquierda,izquierda,,,,,no_link_found,,
"Duran, Eduardo","Romero, Natalia",1.8537549407114624,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),RN,Ind-UDI,Eduardo Duran Salinas,Natalia Romero Talguia,centro_derecha,centro_derecha,,,,,no_link_found,,
"Delgado, Viviana","Winter, Gonzalo",1.8537549407114624,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,CS,Viviana Delgado Riquelme,Gonzalo Winter Etcheberry,centro_izquierda,izquierda,,,,,no_link_found,,
"Brito, Jorge","Gazmuri, Ana Maria",1.8537549407114624,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RD,AH,Jorge Brito Hasbun,Ana Maria Gazmuri Vieira,izquierda,izquierda,,,,,no_link_found,,
"Donoso, Felipe","Labbe, Cristian",1.8537549407114624,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,UDI,Felipe Donoso Castro,Cristian Labbe Martinez,centro_derecha,centro_derecha,,,,,no_link_found,,
"Bello, Maria Francisca","Videla, Sebastian",1.855072463768116,Región de Valparaíso (16),Región de Antofagasta (5),CS,Ind-PL,Maria Francisca Bello Campos,Sebastian Videla Castillo,izquierda,centro_izquierda,,,,,no_link_found,,
"Benavente, Gustavo","Schubert, Stephan",1.855072463768116,Región del Maule (11),Región de la Araucanía (11),UDI,Ind-PLR,Gustavo Benavente Vergara,Stephan Schubert Rubio,centro_derecha,derecha,,,,,no_link_found,,
"Bobadilla, Sergio","Mellado, Miguel",1.855072463768116,Región del Biobío (13),Región de la Araucanía (11),UDI,RN,Sergio Bobadilla Munoz,Miguel Mellado Suazo,centro_derecha,centro_derecha,,,,,no_link_found,,
"Fries, Lorena","Morales, Javiera",1.855072463768116,Región Metropolitana de Santiago (47),Región de Magallanes y la Antártica Chilena (3),CS,CS,Lorena Fries Monleon,Javiera Morales Alvarado,izquierda,izquierda,,,,,no_link_found,,
"Barchiesi, Chiara","Lilayu, Daniel",1.855072463768116,Región de Valparaíso (16),Región de Los Lagos (9),PLR,UDI,Chiara Barchiesi Chavez,Daniel Lilayu Vivanco,derecha,centro_derecha,,,,,no_link_found,,
"Malla, Luis","Tapia, Cristian",1.855072463768116,Región de Arica y Parinacota (3),Región de Atacama (5),PL,Ind-PPD,Luis Malla Valenzuela,Cristian Tapia Ramos,centro_izquierda,centro_izquierda,,,,,no_link_found,,
"Bernales, Alejandro","Schneider, Emilia",1.855072463768116,Región de Los Lagos (9),Región Metropolitana de Santiago (47),PL,CS,Alejandro Bernales Maldonado,Emilia Schneider Videla,centro_izquierda,izquierda,,,,,no_link_found,,
